#curie_map:
#  agro: http://purl.obolibrary.org/obo/AGRO_
#  agrovoc: http://aims.fao.org/aos/agrovoc/c_
#  apollosv: http://purl.obolibrary.org/obo/APOLLO_SV_
#  bto: http://purl.obolibrary.org/obo/BTO_
#  ccle: https://www.cbioportal.org/patient?studyId=ccle_broad_2019&caseId=
#  cellosaurus: https://www.cellosaurus.org/CVCL_
#  chebi: http://purl.obolibrary.org/obo/CHEBI_
#  chmo: http://purl.obolibrary.org/obo/CHMO_
#  cl: http://purl.obolibrary.org/obo/CL_
#  clo: http://purl.obolibrary.org/obo/CLO_
#  cpt: https://www.aapc.com/codes/cpt-codes/
#  cvx: https://biopragmatics.github.io/providers/cvx/
#  debio: https://biopragmatics.github.io/debio/
#  depmap: https://depmap.org/portal/cell_line/
#  doid: http://purl.obolibrary.org/obo/DOID_
#  drugbank: https://go.drugbank.com/drugs/
#  efo: http://www.ebi.ac.uk/efo/EFO_
#  envo: http://purl.obolibrary.org/obo/ENVO_
#  fplx: https://sorgerlab.github.io/famplex/
#  go: http://purl.obolibrary.org/obo/GO_
#  hgnc: https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/
#  hp: http://purl.obolibrary.org/obo/HP_
#  iconclass: https://iconclass.org/
#  ido: http://purl.obolibrary.org/obo/IDO_
#  idomal: http://purl.obolibrary.org/obo/IDOMAL_
#  interpro: https://www.ebi.ac.uk/interpro/entry/InterPro/
#  ito: https://bioportal.bioontology.org/ontologies/ITO/?p=classes&conceptid=https://identifiers.org/ito:ITO_
#  kegg.pathway: https://www.kegg.jp/pathway/
#  maxo: http://purl.obolibrary.org/obo/MAXO_
#  mesh: https://meshb.nlm.nih.gov/record/ui?ui=
#  mi: http://purl.obolibrary.org/obo/MI_
#  miapa: http://purl.obolibrary.org/obo/MIAPA_
#  mondo: http://purl.obolibrary.org/obo/MONDO_
#  nbo: http://purl.obolibrary.org/obo/NBO_
#  ncbitaxon: http://purl.obolibrary.org/obo/NCBITaxon_
#  ncit: http://purl.obolibrary.org/obo/NCIT_
#  oae: http://purl.obolibrary.org/obo/OAE_
#  obi: http://purl.obolibrary.org/obo/OBI_
#  orcid: https://orcid.org/
#  pato: http://purl.obolibrary.org/obo/PATO_
#  pfam: https://www.ebi.ac.uk/interpro/entry/pfam/
#  pr: http://purl.obolibrary.org/obo/PR_
#  reactome: https://reactome.org/content/detail/
#  semapv: https://w3id.org/semapv/vocab/
#  skos: http://www.w3.org/2004/02/skos/core#
#  uberon: http://purl.obolibrary.org/obo/UBERON_
#  umls: https://uts.nlm.nih.gov/uts/umls/concept/
#  uniprot.chain: http://purl.uniprot.org/annotation/
#  vo: http://purl.obolibrary.org/obo/VO_
#  wikipathways: http://www.wikipathways.org/instance/
#mapping_set_id: https://w3id.org/biopragmatics/sssom/negative.sssom.tsv
subject_id	subject_label	predicate_id	predicate_modifier	object_id	object_label	mapping_justification	author_id	mapping_tool
mesh:D005319	Fetal Hemoglobin	skos:exactMatch	Not	efo:0004576	fetal hemoglobin measurement	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
mesh:D005351	Fibromatosis, Gingival	skos:exactMatch	Not	doid:0060466	gingival fibromatosis	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D005390	Fires	skos:exactMatch	Not	ncit:C63143	Device Fire	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	
mesh:D005512	Food Hypersensitivity	skos:exactMatch	Not	hp:0012537	Food intolerance	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	https://github.com/biomappings/biomappings/blob/492ede/scripts/import_gilda_mappings.py
mesh:D005512	Food Hypersensitivity	skos:exactMatch	Not	hp:0500093	Food allergy	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	generate_hp_mesh_mappings.py
mesh:D005621	Friedreich Ataxia	skos:exactMatch	Not	doid:0111218	Friedreich ataxia 1	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D005776	Gaucher Disease	skos:exactMatch	Not	doid:0110957	Gaucher's disease type I	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D005934	Glucagon	skos:exactMatch	Not	hgnc:4191	GCG	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
mesh:D006429	Hemiplegia	skos:exactMatch	Not	doid:10967	spastic hemiplegia	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D006441	Hemoglobin A	skos:exactMatch	Not	efo:0009208	Hemoglobin A Measurement	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
mesh:D006443	Hemoglobin A2	skos:exactMatch	Not	efo:0005845	hemoglobin A2 measurement	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
mesh:D006451	Hemoglobin, Sickle	skos:exactMatch	Not	efo:0009223	Hemoglobin S Measurement	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
mesh:D006480	Hemorrhagic Fever with Renal Syndrome	skos:exactMatch	Not	doid:0050200	Korean hemorrhagic fever	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D006593	Hexokinase	skos:exactMatch	Not	go:0004396	hexokinase activity	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	
mesh:D006646	Histiocytosis, Langerhans-Cell	skos:exactMatch	Not	doid:2571	Langerhans-cell histiocytosis	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D006973	Hypertension	skos:exactMatch	Not	hp:0032263	Increased blood pressure	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	
mesh:D007014	Hypophosphatasia	skos:exactMatch	Not	doid:0110915	childhood hypophosphatasia	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D007018	Hypopituitarism	skos:exactMatch	Not	doid:9410	panhypopituitarism	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D007161	Immunoproliferative Small Intestinal Disease	skos:exactMatch	Not	doid:0060126	alpha chain disease	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D007319	Sleep Initiation and Maintenance Disorders	skos:exactMatch	Not	doid:0111141	delayed sleep phase syndrome	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D007328	Insulin	skos:exactMatch	Not	hgnc:6081	INS	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
mesh:D007365	Intercellular Junctions	skos:exactMatch	Not	go:0030054	cell junction	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
mesh:D007376	Interleukin-2	skos:exactMatch	Not	hgnc:6001	IL2	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
mesh:D007588	Job Satisfaction	skos:exactMatch	Not	efo:0009723	job satisfaction measurement	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
mesh:D007589	Job Syndrome	skos:exactMatch	Not	doid:0080545	hyper IgE syndrome	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D007605	Juvenile Hormones	skos:exactMatch	Not	chebi:24851	insect growth regulator	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	
mesh:D007680	Kidney Neoplasms	skos:exactMatch	Not	doid:4451	renal carcinoma	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D007713	Klinefelter Syndrome	skos:exactMatch	Not	doid:0090070	hypogonadotropic hypogonadism	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D007762	Labyrinthitis	skos:exactMatch	Not	doid:3930	otitis interna	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D007805	Language Development Disorders	skos:exactMatch	Not	doid:0060244	specific language impairment	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D007938	Leukemia	skos:exactMatch	Not	hp:0005558	Chronic leukemia	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	generate_hp_mesh_mappings.py
mesh:D007952	Leukemia, Plasma Cell	skos:exactMatch	Not	doid:0070212	hereditary lymphedema I	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D008113	Liver Neoplasms	skos:exactMatch	Not	doid:916	liver benign neoplasm	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D008180	Lupus Erythematosus, Systemic	skos:exactMatch	Not	doid:8857	lupus erythematosus	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D008242	Lysogeny	skos:exactMatch	Not	go:0075713	establishment of integrated proviral latency	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
mesh:D008353	Mannitol	skos:exactMatch	Not	chebi:16899	D-mannitol	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
mesh:D009062	Mouth Neoplasms	skos:exactMatch	Not	doid:8618	oral cavity cancer	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D009101	Multiple Myeloma	skos:exactMatch	Not	doid:0070004	myeloid neoplasm	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D009196	Myeloproliferative Disorders	skos:exactMatch	Not	doid:2226	myeloproliferative neoplasm	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D009202	Cardiomyopathies	skos:exactMatch	Not	doid:3978	extrinsic cardiomyopathy	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D009252	NADPH Dehydrogenase	skos:exactMatch	Not	go:0003959	NADPH dehydrogenase activity	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	
mesh:D009404	Nephrotic Syndrome	skos:exactMatch	Not	doid:0080390	nephrotic syndrome type 1	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D009504	Neutrophils	skos:exactMatch	Not	efo:0009252	Segmented Neutrophils to Neutrophils Ratio Measurement	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
mesh:D009634	Noonan Syndrome	skos:exactMatch	Not	doid:0060578	Noonan syndrome 1	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D009845	Oligospermia	skos:exactMatch	Not	doid:0070311	oligoasthenoteratozoospermia	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D009902	Optic Neuritis	skos:exactMatch	Not	doid:14155	acute retrobulbar neuritis	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D009959	Oropharyngeal Neoplasms	skos:exactMatch	Not	doid:8557	oropharynx cancer	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D010009	Osteochondrodysplasias	skos:exactMatch	Not	doid:0080362	spondyloepiphyseal dysplasia tarda	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D010020	Osteonecrosis	skos:exactMatch	Not	doid:0080008	ischemic bone disease	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D010048	Ovarian Cysts	skos:exactMatch	Not	doid:3269	ovarian cystadenoma	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D010051	Ovarian Neoplasms	skos:exactMatch	Not	doid:4001	ovarian carcinoma	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D010323	Passive Cutaneous Anaphylaxis	skos:exactMatch	Not	doid:0050639	primary cutaneous amyloidosis	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D010488	Polyarteritis Nodosa	skos:exactMatch	Not	go:0022623	proteasome-activating nucleotidase complex	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
mesh:D010523	Peripheral Nervous System Diseases	skos:exactMatch	Not	doid:870	neuropathy	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D010534	Peritoneal Neoplasms	skos:exactMatch	Not	doid:1725	peritoneum cancer	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D010911	Pituitary Neoplasms	skos:exactMatch	Not	doid:1785	pituitary cancer	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D010997	Pleural Neoplasms	skos:exactMatch	Not	doid:5158	pleural cancer	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D011014	Pneumonia	skos:exactMatch	Not	efo:1001991	pneumonitis	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
mesh:D011471	Prostatic Neoplasms	skos:exactMatch	Not	doid:2526	prostate adenocarcinoma	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D011490	Protein Disulfide Reductase (Glutathione)	skos:exactMatch	Not	go:0019153	protein-disulfide reductase (glutathione) activity	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	
mesh:D011497	Protein O-Methyltransferase	skos:exactMatch	Not	go:0008983	protein-glutamate O-methyltransferase activity	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	
mesh:D011772	Pyruvate, Orthophosphate Dikinase	skos:exactMatch	Not	go:0050242	pyruvate, phosphate dikinase activity	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
mesh:D012131	Respiratory Insufficiency	skos:exactMatch	Not	doid:11162	respiratory failure	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D012192	Retroviridae Infections	skos:exactMatch	Not	doid:6171	uterine carcinosarcoma	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D012515	Mast-Cell Sarcoma	skos:exactMatch	Not	doid:0060815	Miles-Carpenter syndrome	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D012516	Osteosarcoma	skos:exactMatch	Not	doid:3376	bone osteosarcoma	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D012559	Schizophrenia	skos:exactMatch	Not	doid:5418	schizoaffective disorder	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D012734	Disorders of Sex Development	skos:exactMatch	Not	doid:3765	pseudohermaphroditism	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D012804	Sick Sinus Syndrome	skos:exactMatch	Not	doid:0050824	sinoatrial node disease	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D012878	Skin Neoplasms	skos:exactMatch	Not	doid:8923	skin melanoma	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D012915	Soaps	skos:exactMatch	Not	ncit:C42983	Soap Dosage Form	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	
mesh:D013125	Spinal Neoplasms	skos:exactMatch	Not	doid:14150	spinal cord lymphoma	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D013274	Stomach Neoplasms	skos:exactMatch	Not	doid:5517	stomach carcinoma	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D013577	Syndrome	skos:exactMatch	Not	ncit:C53799	Adverse Event Associated with Syndromes	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	
mesh:D013700	Giant Cell Arteritis	skos:exactMatch	Not	go:0033968	glutaryl-7-aminocephalosporanic-acid acylase activity	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
mesh:D013953	Thymus Neoplasms	skos:exactMatch	Not	doid:3277	thymus cancer	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D013964	Thyroid Neoplasms	skos:exactMatch	Not	doid:3963	thyroid gland carcinoma	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D014402	Tuberous Sclerosis	skos:exactMatch	Not	doid:2648	sebaceous adenoma	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D014846	Vulvar Neoplasms	skos:exactMatch	Not	doid:1294	vulva carcinoma	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D014860	Warts	skos:exactMatch	Not	doid:11165	common wart	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D014929	Wolfram Syndrome	skos:exactMatch	Not	doid:0110629	Wolfram syndrome 1	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D015061	1,4-alpha-Glucan Branching Enzyme	skos:exactMatch	Not	go:0003844	1,4-alpha-glucan branching enzyme activity	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
mesh:D015179	Colorectal Neoplasms	skos:exactMatch	Not	doid:0050913	large intestine adenocarcinoma	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D015452	Precursor B-Cell Lymphoblastic Leukemia-Lymphoma	skos:exactMatch	Not	doid:7061	precursor B lymphoblastic lymphoma/leukemia	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D015458	Leukemia, T-Cell	skos:exactMatch	Not	doid:5599	precursor T-lymphoblastic lymphoma/leukemia	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D015593	Retinal Drusen	skos:exactMatch	Not	doid:0060746	basal laminar drusen	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D015746	Abdominal Pain	skos:exactMatch	Not	ncit:C140947	How Often Experienced Abdominal Discomfort	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	
mesh:D015812	Glaucoma, Angle-Closure	skos:exactMatch	Not	doid:1405	primary angle-closure glaucoma	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D016685	Mitomycin	skos:exactMatch	Not	chebi:27504	mitomycin C	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
mesh:D016756	Immunoglobulins, Intravenous	skos:exactMatch	Not	efo:0010065	response to intravenous immunoglobulin therapy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
mesh:D016757	Death, Sudden, Cardiac	skos:exactMatch	Not	efo:1001497	cardiac conduction defect	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
mesh:D016764	Cell Polarity	skos:exactMatch	Not	go:0007163	establishment or maintenance of cell polarity	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
mesh:D016878	POEMS Syndrome	skos:exactMatch	Not	doid:9541	osteosclerotic myeloma	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D016889	Endometrial Neoplasms	skos:exactMatch	Not	doid:6212	ovarian endometrial cancer	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D016914	Ribonuclease H	skos:exactMatch	Not	go:0004523	RNA-DNA hybrid ribonuclease activity	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
mesh:D017436	Kallmann Syndrome	skos:exactMatch	Not	doid:0090094	hypogonadotropic hypogonadism 1 with or without anosmia	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D017887	Ossification of Posterior Longitudinal Ligament	skos:exactMatch	Not	efo:0005895	ossification of the posterior longitudinal ligament of the spine	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	
mesh:D018015	Receptors, Calcitonin Gene-Related Peptide	skos:exactMatch	Not	go:0001635	calcitonin gene-related peptide receptor activity	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
mesh:D018208	Liposarcoma, Myxoid	skos:exactMatch	Not	doid:5709	mixed-type liposarcoma	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D018233	Rhabdomyosarcoma, Embryonal	skos:exactMatch	Not	doid:3255	botryoid rhabdomyosarcoma	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D018236	Carcinoma, Embryonal	skos:exactMatch	Not	doid:5681	ovarian embryonal carcinoma	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D018263	Adenocarcinoma, Follicular	skos:exactMatch	Not	doid:0080524	thyroid gland adenocarcinoma	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D018266	Adenocarcinoma, Sebaceous	skos:exactMatch	Not	doid:4840	sebaceous carcinoma	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D018268	Adrenocortical Carcinoma	skos:exactMatch	Not	doid:3959	adrenal cortical adenocarcinoma	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D018269	Carcinoma, Endometrioid	skos:exactMatch	Not	doid:2871	endometrial carcinoma	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D018319	Neurofibrosarcoma	skos:exactMatch	Not	doid:8353	epithelioid malignant peripheral nerve sheath tumor	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D018366	Vasculitis, Leukocytoclastic, Cutaneous	skos:exactMatch	Not	doid:11450	allergic cutaneous vasculitis	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D018459	Lichen Sclerosus et Atrophicus	skos:exactMatch	Not	doid:8574	lichen disease	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D019283	Pancreatitis, Acute Necrotizing	skos:exactMatch	Not	doid:2913	acute pancreatitis	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D019411	Clinical Laboratory Techniques	skos:exactMatch	Not	efo:0004297	clinical laboratory measurement	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
mesh:D019636	Neurodegenerative Diseases	skos:exactMatch	Not	doid:1443	cerebral degeneration	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D019966	Substance-Related Disorders	skos:exactMatch	Not	doid:9974	drug dependence	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D020066	Merozoite Surface Protein 1	skos:exactMatch	Not	doid:0111385	inclusion body myopathy with early-onset Paget disease of bone with or without frontotemporal dementia 1	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D020096	Zygomycosis	skos:exactMatch	Not	doid:8485	mucormycosis	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D020182	Sleep Apnea, Central	skos:exactMatch	Not	doid:0060731	congenital central hypoventilation syndrome	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D020386	Isaacs Syndrome	skos:exactMatch	Not	doid:963	episodic ataxia	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D020425	Radial Neuropathy	skos:exactMatch	Not	doid:12170	radial nerve lesion	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D020521	Stroke	skos:exactMatch	Not	hp:0002140	Ischemic stroke	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	
mesh:D020747	Calcium Channels, T-Type	skos:exactMatch	Not	go:0008332	low voltage-gated calcium channel activity	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
mesh:D020751	Alcohol-Induced Disorders	skos:exactMatch	Not	doid:0050741	alcohol dependence	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D020821	Dystonic Disorders	skos:exactMatch	Not	doid:0090056	dystonia 12	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D020908	Calcium Channels, R-Type	skos:exactMatch	Not	go:1990028	intermediate voltage-gated calcium channel activity	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
mesh:D020929	Mitogen-Activated Protein Kinase Kinases	skos:exactMatch	Not	go:0004708	MAP kinase kinase activity	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	
mesh:D021362	Palate, Hard	skos:exactMatch	Not	doid:9149	hard palate cancer	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D023081	CCAAT-Binding Factor	skos:exactMatch	Not	hgnc:24218	CEBPZ	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	
mesh:D025821	Polyubiquitin	skos:exactMatch	Not	go:0000209	protein polyubiquitination	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
mesh:D027582	Humulus	skos:exactMatch	Not	doid:0110914	infantile hypophosphatasia	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D028227	Amyloid Neuropathies, Familial	skos:exactMatch	Not	doid:0050761	paramyloidosis	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D029424	Pulmonary Disease, Chronic Obstructive	skos:exactMatch	Not	doid:234	colon adenocarcinoma	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D034701	Mastocytosis, Cutaneous	skos:exactMatch	Not	doid:1751	malignant conjunctival melanoma	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D037161	Galectins	skos:exactMatch	Not	go:0005534	galactose binding	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
mesh:D038744	Ribosomal Protein S6 Kinases, 90-kDa	skos:exactMatch	Not	hgnc:10430	RPS6KA1	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	
mesh:D039081	Integrin alpha5beta1	skos:exactMatch	Not	hgnc:6141	ITGA5	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	
mesh:D039302	Integrin alphaVbeta3	skos:exactMatch	Not	hgnc:6150	ITGAV	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	
mesh:D039601	Eukaryotic Initiation Factor-4A	skos:exactMatch	Not	hgnc:3282	EIF4A1	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	
mesh:D039603	Eukaryotic Initiation Factor-4G	skos:exactMatch	Not	hgnc:3296	EIF4G1	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	
mesh:D040921	Stress Disorders, Traumatic	skos:exactMatch	Not	doid:6088	acute stress disorder	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D042842	11-beta-Hydroxysteroid Dehydrogenases	skos:exactMatch	Not	go:0003845	11-beta-hydroxysteroid dehydrogenase [NAD(P)] activity	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
mesh:D042844	L-Lactate Dehydrogenase (Cytochrome)	skos:exactMatch	Not	go:0004460	L-lactate dehydrogenase (cytochrome) activity	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
mesh:D043223	Deoxyribonuclease IV (Phage T4-Induced)	skos:exactMatch	Not	go:0140080	class III/IV DNA-(apurinic or apyrimidinic site) endonuclease activity	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
mesh:D043262	Ribonuclease P	skos:exactMatch	Not	go:0004526	ribonuclease P activity	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	
mesh:D044169	Receptors, Calcium-Sensing	skos:exactMatch	Not	hgnc:1514	CASR	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	
mesh:D044542	LEOPARD Syndrome	skos:exactMatch	Not	doid:0080548	LEOPARD syndrome 1	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D044764	Ubiquitin-Activating Enzymes	skos:exactMatch	Not	hgnc:12469	UBA1	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	
mesh:D045584	Chromosome Positioning	skos:exactMatch	Not	go:0051303	establishment of chromosome localization	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
mesh:D045683	Furin	skos:exactMatch	Not	hgnc:8568	FURIN	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
mesh:D047868	Pulmonary Sclerosing Hemangioma	skos:exactMatch	Not	doid:495	sclerosing hemangioma	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D048209	Echinococcus granulosus	skos:exactMatch	Not	doid:1495	cystic echinococcosis	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D049310	Distal Myopathies	skos:exactMatch	Not	doid:0070198	Miyoshi muscular dystrophy	semapv:ManualMappingCuration	orcid:0000-0003-1307-2508	
mesh:D050600	SNARE Proteins	skos:exactMatch	Not	go:0005484	SNAP receptor activity	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
mesh:D050727	Benzaldehyde Dehydrogenase (NADP+)	skos:exactMatch	Not	go:0018477	benzaldehyde dehydrogenase (NADP+) activity	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
mesh:D050815	Fractures, Compression	skos:exactMatch	Not	hp:0002953	Vertebral compression fractures	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	https://github.com/biomappings/biomappings/blob/492ede/scripts/import_gilda_mappings.py
